N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Down,Down,Neutral,Neutral,Neutral,Dry,Dry,Neutral,,PC,Cloudy,PC,PC,Strong,Strong,Other,,,,,LittleChange,LittleChange,StrongPos,Increasing,SVR,Aug20_Sep15,D,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,,Average,MoreUnstable,,Stifling,,Strong,D,,XNIL,,LowEvrywhere,CloseToDryAd,Dry,Steep,MarkedUpper,,DryLine,SigNegative,QStationary,SWQuad,LVorOther,DenvCyclone
Down,StronUp,Neutral,WeakUp,WeakUp,VeryWet,Wet,Wet,VeryWet,Cloudy,PC,,PC,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SVR,Jul16_Aug10,H,CThruK,Stifling,MoreThanAve,,H,N1GtLIGt_4,Stability,,MoreUnstable,HI,,Moderate,Moderate,,SVR,XNIL,SVR,Other,Stable,Average,Steep,NoMajor,Other,Other,NegToPos,Moving,NWQuad,,E_NE
Down,Neutral,Down,Down,Down,VeryWet,Neutral,Wet,VeryWet,Clear,Clear,,PC,Strong,Strong,StrongWest,Strong,Strong,Strong,Marked,IncCapDecIns,Increasing,Negative,Increasing,SIG,Jul16_Aug10,C,CThruK,PartInhibit,,MoreThanAve,,N1GtLIGt_4,Instability,Average,Average,ACEFK,,Unfavorable,,C,XNIL,XNIL,SIG,LowEvrywhere,ModerateOrLe,Dry,ModerateOrLe,NoMajor,MoistMDryL,E_W_S,NegToPos,Other,NWQuad,Westerly,LongAnticyc
StrongUp,StronUp,Neutral,StrongUp,,Dry,Neutral,Wet,,PC,,PC,Cloudy,Weak,Strong,Westerly,Weak,,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,,B,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,B,PartInhibit,Weak,Slight,B,SIG,SIG,SVR,Other,Stable,Dry,Steep,NoMajor,DryMMoistL,MovingFtorOt,SigPositive,,SWQuad,LVorOther,DenvCyclone
Down,Down,WeakUp,Neutral,Neutral,VeryWet,Dry,Wet,VeryWet,PC,Clear,Clear,Clear,Weak,Strong,StrongWest,,Weak,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SVR,Jul16_Aug10,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,ACEFK,,Moderate,Moderate,K,XNIL,XNIL,,LowNHighS,Steep,Average,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,PosToNeg,QStationary,,Westerly,WidespdDnsl
StrongUp,Down,StrongUp,WeakUp,WeakUp,VeryWet,VeryWet,Wet,Wet,Clear,PC,Clear,Clear,Strong,Strong,DCVZFavor,,Weak,Weak,Marked,,Decreasing,WeakPos,LittleChange,SIG,Jul16_Aug10,A,AB,Stifling,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,PartInhibit,Strong,,A,SVR,SIG,SIG,LowSHighN,Stable,VeryMoist,ModerateOrLe,StrongFront,MoistMDryL,DenvCyclone,SigNegative,Other,SWQuad,Westerly,SEQuad
Down,Neutral,Down,Down,Down,Wet,Neutral,Wet,Neutral,PC,Clear,PC,PC,Strong,Strong,StrongWest,Weak,,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,,K,CThruK,PartInhibit,,MoreThanAve,K,LIGt0,Stability,Average,MoreUnstable,ACEFK,,Weak,Moderate,K,SIG,SIG,SIG,Other,Steep,Dry,ModerateOrLe,MarkedUpper,,Other,SigNegative,,AllElse,Westerly,WidespdDnsl
Down,,StrongUp,Down,Down,VeryWet,Neutral,Wet,Wet,PC,PC,Cloudy,PC,Weak,Weak,StrongWest,Strong,,Strong,Some,,Increasing,Neutral,LittleChange,SIG,,J,CThruK,,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,Average,Average,GJ,PartInhibit,Weak,,J,XNIL,XNIL,SIG,LowAtStation,ModerateOrLe,Dry,Steep,NoMajor,MoistMDryL,,LittleChange,QStationary,LV,LVorOther,LV
StrongUp,Down,Down,Down,Down,VeryWet,Wet,VeryWet,VeryWet,PC,PC,PC,PC,Weak,Strong,Other,Weak,Strong,Strong,,IncCapDecIns,,Negative,Decreasing,XNIL,May15_Jun14,K,CThruK,Stifling,Average,MoreThanAve,K,,Stability,Average,,ACEFK,Stifling,Strong,,K,XNIL,XNIL,XNIL,LowNHighS,Steep,VeryMoist,Steep,StrongFront,DryMMoistL,DryLine,PosToNeg,Moving,AllElse,Westerly,WidespdDnsl
WeakUp,StronUp,Neutral,WeakUp,WeakUp,Wet,Dry,Neutral,Neutral,PC,Cloudy,PC,Cloudy,,Weak,Other,,Weak,Weak,,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,,CThruK,Stifling,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,,Moderate,Strong,E,XNIL,SIG,SIG,LowEvrywhere,CloseToDryAd,,ModerateOrLe,,Other,DryLine,LittleChange,,NWQuad,Westerly,WidespdDnsl
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Other,Weak,,Weak,Some,IncCapDecIns,Increasing,WeakPos,LittleChange,SIG,May15_Jun14,G,CThruK,PartInhibit,LessThanAve,MoreThanAve,G,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,GJ,Stifling,Moderate,,G,XNIL,XNIL,,LowNHighS,CloseToDryAd,Dry,CloseToDryAd,,MoistMDryL,E_W_S,,Other,SWQuad,LVorOther,WidespdDnsl
WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,PC,Clear,Clear,,,DCVZFavor,,Weak,,,DecCapIncIns,Decreasing,WeakPos,Decreasing,XNIL,Aug20_Sep15,K,CThruK,,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,,,Strong,Moderate,K,XNIL,XNIL,XNIL,HighEvrywher,Stable,,ModerateOrLe,OtherRapid,DryMMoistL,DryLine,SigPositive,Moving,NWQuad,Westerly,WidespdDnsl
Down,Neutral,,Neutral,Neutral,Wet,Neutral,Dry,Neutral,Clear,PC,Cloudy,Cloudy,,,,,,Weak,,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Jul16_Aug10,J,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,,Stability,Average,MoreUnstable,GJ,Stifling,Unfavorable,Slight,J,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,Average,Steep,NoMajor,MoistMDryL,DryLine,LittleChange,Other,LV,,LV
,,Down,WeakUp,WeakUp,VeryWet,Wet,VeryWet,VeryWet,Clear,Clear,Clear,PC,Strong,Strong,DCVZFavor,Weak,,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Aug20_Sep15,C,CThruK,,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,ACEFK,,Strong,Strong,C,XNIL,XNIL,SVR,LowAtStation,CloseToDryAd,Dry,Steep,OtherRapid,Other,E_W_N,SigNegative,,NWQuad,Westerly,LongAnticyc
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Wet,Dry,Wet,VeryWet,Clear,PC,PC,Cloudy,,,Westerly,,Weak,Weak,,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,May15_Jun14,,CThruK,PartInhibit,LessThanAve,MoreThanAve,G,N1GtLIGt_4,Stability,Average,Average,,Stifling,,,G,SIG,SVR,SVR,LowAtStation,CloseToDryAd,Dry,,MarkedUpper,Other,Other,LittleChange,,AllElse,Westerly,LongAnticyc
Down,WeakUp,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,VeryWet,Clear,Cloudy,PC,Cloudy,Strong,Strong,Westerly,Weak,,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Jul16_Aug10,,,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Instability,LessUnstable,LessUnstable,HI,,Weak,Slight,I,XNIL,XNIL,SVR,Other,CloseToDryAd,Dry,,NoMajor,Other,MovingFtorOt,,Moving,AllElse,Westerly,E_NE
Down,StronUp,Neutral,Neutral,Neutral,Dry,Dry,Neutral,Dry,PC,Cloudy,PC,PC,Weak,Strong,Other,,Weak,Weak,,,LittleChange,StrongPos,Increasing,SVR,May15_Jun14,H,CThruK,,Average,Average,H,LILt_8,Instability,MoreUnstable,MoreUnstable,HI,PartInhibit,Moderate,Slight,H,SIG,SIG,SVR,Other,Stable,Average,Steep,MarkedUpper,Other,Other,NegToPos,,LV,LVorOther,LV
Down,Down,Down,Down,Down,Wet,Wet,Neutral,Neutral,PC,Clear,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,LittleChange,LittleChange,Neutral,Increasing,SVR,May15_Jun14,A,,,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,Average,Average,ACEFK,,Weak,Strong,A,,SIG,SVR,LowEvrywhere,ModerateOrLe,Average,Steep,StrongFront,DryMMoistL,MovingFtorOt,,Other,SWQuad,Westerly,DenvCyclone
Down,Down,Down,Down,Down,Dry,Neutral,Neutral,Dry,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Weak,Weak,,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Aug20_Sep15,G,CThruK,PartInhibit,,Average,G,LIGt0,Instability,Average,Average,GJ,,Unfavorable,,G,XNIL,XNIL,SVR,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,,,NegToPos,,NWQuad,,LongAnticyc
StrongUp,StronUp,WeakUp,StrongUp,StrongUp,Neutral,Neutral,,Wet,PC,PC,PC,,Weak,Weak,,Weak,,Strong,,LittleChange,LittleChange,Negative,Decreasing,,Jun15_Jul1,D,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,MoreUnstable,Average,D,PartInhibit,Weak,,D,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Average,CloseToDryAd,OtherRapid,MoistMDryL,DryLine,SigNegative,Moving,NWQuad,,SEQuad
Neutral,Neutral,StrongUp,WeakUp,WeakUp,Dry,Dry,Neutral,Wet,PC,PC,PC,PC,Strong,Strong,DCVZFavor,Weak,Strong,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jun15_Jul1,B,AB,PartInhibit,LessThanAve,Average,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,PartInhibit,Weak,,B,SIG,SIG,SIG,HighEvrywher,ModerateOrLe,Average,Steep,OtherRapid,,DenvCyclone,PosToNeg,Moving,NWQuad,Westerly,E_NE
Neutral,Down,Down,Down,Down,Dry,Wet,Dry,Dry,PC,Clear,PC,PC,Strong,Strong,Westerly,Strong,,Strong,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Slight,A,XNIL,,SIG,Other,ModerateOrLe,Average,Steep,StrongFront,DryMMoistL,DenvCyclone,,Other,SWQuad,Westerly,DenvCyclone
StrongUp,StronUp,WeakUp,StrongUp,StrongUp,Dry,Wet,VeryWet,VeryWet,,Cloudy,Cloudy,Cloudy,Weak,Strong,Westerly,Strong,Weak,Strong,Some,LittleChange,,Neutral,Increasing,SVR,Aug20_Sep15,I,CThruK,PartInhibit,MoreThanAve,,ABI,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,HI,Stifling,Moderate,,I,SVR,SIG,SVR,LowMtsHighPl,ModerateOrLe,,,StrongFront,DryMMoistL,MovingFtorOt,LittleChange,QStationary,SWQuad,Westerly,DenvCyclone
Down,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,Strong,Strong,Other,Strong,Weak,Strong,Some,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Aug11_Aug20,J,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Strong,Strong,J,XNIL,XNIL,SIG,LowAtStation,Steep,Dry,Steep,NoMajor,MoistMDryL,Other,LittleChange,Other,LV,LVorOther,LV
WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,Strong,Strong,StrongWest,Weak,Strong,Weak,Marked,LittleChange,LittleChange,WeakPos,Decreasing,SIG,May15_Jun14,E,,PartInhibit,,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,LessUnstable,ACEFK,PartInhibit,Strong,Moderate,E,SIG,SVR,SVR,LowAtStation,CloseToDryAd,Dry,ModerateOrLe,NoMajor,Other,,LittleChange,,LV,LVorOther,LV
Down,Neutral,WeakUp,,Down,Neutral,Dry,Neutral,Neutral,Clear,PC,PC,PC,,,Westerly,,,,,IncCapDecIns,Increasing,Neutral,,XNIL,Jul16_Aug10,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,Average,MoreUnstable,GJ,Stifling,Moderate,Slight,J,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,Average,Steep,NoMajor,MoistMDryL,DryLine,LittleChange,,LV,LVorOther,LV
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Wet,Dry,Dry,Clear,PC,Clear,PC,,,DCVZFavor,,,Weak,,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jun15_Jul1,C,CThruK,,LessThanAve,Average,CDEJ,,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Strong,Strong,C,,SVR,SVR,LowAtStation,CloseToDryAd,Dry,Steep,StrongFront,Other,E_W_S,SigPositive,Other,AllElse,LVorOther,LV
Down,WeakUp,Down,Down,Down,Neutral,Dry,Dry,Dry,Clear,Clear,Clear,Clear,,,StrongWest,,,Weak,,LittleChange,,Neutral,LittleChange,XNIL,,B,AB,PartInhibit,Average,,ABI,N5GtLIGt_8,Instability,MoreUnstable,,B,TotalInhibit,Moderate,Slight,B,XNIL,XNIL,XNIL,HighEvrywher,,VeryMoist,Steep,NoMajor,Other,DenvCyclone,LittleChange,Moving,AllElse,LVorOther,DenvCyclone
WeakUp,StronUp,,StrongUp,StrongUp,Dry,Dry,Neutral,Neutral,PC,PC,PC,PC,Weak,Weak,DCVZFavor,Weak,,Weak,Some,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Aug20_Sep15,I,CThruK,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,TotalInhibit,Moderate,Slight,I,XNIL,XNIL,XNIL,LowSHighN,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,MovingFtorOt,LittleChange,QStationary,LV,LVorOther,LV
Down,StronUp,,Down,Down,Wet,Neutral,Neutral,,Cloudy,PC,Cloudy,Cloudy,,,StrongWest,,,,,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,Jul16_Aug10,H,CThruK,PartInhibit,LessThanAve,LessThanAve,H,N1GtLIGt_4,Stability,LessUnstable,Average,HI,Stifling,Weak,,H,XNIL,XNIL,XNIL,HighEvrywher,Stable,VeryMoist,ModerateOrLe,MarkedUpper,Other,MovingFtorOt,SigNegative,,NWQuad,,E_NE
StrongUp,Neutral,WeakUp,StrongUp,StrongUp,Wet,Dry,Wet,VeryWet,Clear,,Clear,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,XNIL,Aug20_Sep15,F,CThruK,,LessThanAve,LessThanAve,F,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,F,XNIL,SIG,SIG,Other,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,DenvCyclone,PosToNeg,,LV,LVorOther,SEQuad
,StronUp,Neutral,StrongUp,StrongUp,Neutral,Neutral,Neutral,Wet,Clear,,Clear,PC,,Weak,Other,,,,,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul2_Jul15,G,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,G,N5GtLIGt_8,Stability,Average,Average,GJ,Stifling,Moderate,Slight,G,SIG,,SIG,LowEvrywhere,Steep,Dry,Steep,StrongFront,MoistMDryL,,SigNegative,,SWQuad,Westerly,LongAnticyc
WeakUp,,StrongUp,StrongUp,StrongUp,Dry,Neutral,Dry,Neutral,Clear,Clear,Clear,PC,Weak,Weak,DCVZFavor,Weak,Strong,Weak,,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,May15_Jun14,H,CThruK,,,LessThanAve,H,N1GtLIGt_4,Neutral,Average,Average,HI,PartInhibit,Moderate,,H,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,Average,Steep,MarkedUpper,DryMMoistL,,NegToPos,,NWQuad,LVorOther,E_NE
Down,Neutral,StrongUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Clear,PC,Clear,Clear,Weak,Strong,DCVZFavor,Weak,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,May15_Jun14,E,CThruK,Stifling,Average,Average,,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,Slight,,SVR,SVR,SVR,LowEvrywhere,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,DryLine,SigPositive,QStationary,SWQuad,Westerly,DenvCyclone
Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,,VeryWet,,PC,Clear,PC,Cloudy,Weak,Weak,DCVZFavor,,,Weak,,IncCapDecIns,Increasing,WeakPos,,XNIL,,H,,TotalInhibit,MoreThanAve,MoreThanAve,H,N5GtLIGt_8,,LessUnstable,LessUnstable,HI,Stifling,Unfavorable,,H,XNIL,XNIL,XNIL,Other,Stable,Average,ModerateOrLe,OtherRapid,,,LittleChange,,LV,LVorOther,E_NE
Neutral,Down,StrongUp,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Clear,,Clear,PC,Weak,Strong,Westerly,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Aug11_Aug20,A,AB,PartInhibit,LessThanAve,Average,ABI,N5GtLIGt_8,Instability,Average,Average,ACEFK,,Strong,Moderate,A,,SVR,,HighEvrywher,Stable,Dry,Steep,StrongFront,DryMMoistL,DenvCyclone,SigNegative,Other,SWQuad,Westerly,
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Dry,Wet,VeryWet,VeryWet,Clear,Clear,Clear,Clear,Weak,Strong,Other,,,,,LittleChange,LittleChange,Negative,Decreasing,SIG,Jun15_Jul1,C,CThruK,PartInhibit,,Average,CDEJ,,Neutral,Average,Average,ACEFK,PartInhibit,Moderate,,C,XNIL,XNIL,SIG,,Steep,Dry,Steep,,MoistMDryL,E_W_N,NegToPos,QStationary,NWQuad,Westerly,WidespdDnsl
WeakUp,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,PC,Clear,Clear,Clear,Strong,Strong,Other,,Weak,,,DecCapIncIns,Decreasing,Neutral,Decreasing,SVR,Aug20_Sep15,H,CThruK,,,LessThanAve,H,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,HI,Stifling,Moderate,Moderate,H,XNIL,XNIL,SVR,LowMtsHighPl,Stable,VeryMoist,ModerateOrLe,NoMajor,,,SigNegative,,NWQuad,Westerly,E_NE
Neutral,Neutral,WeakUp,Neutral,Neutral,Wet,Dry,Dry,Neutral,PC,PC,PC,PC,,,Westerly,,,,,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,H,CThruK,Stifling,Average,MoreThanAve,H,N5GtLIGt_8,Stability,Average,MoreUnstable,HI,,Strong,Slight,H,SVR,SVR,SVR,HighEvrywher,Stable,Average,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,SigNegative,Moving,AllElse,LVorOther,E_NE
Down,Neutral,StrongUp,Neutral,Neutral,Dry,VeryWet,VeryWet,VeryWet,Clear,PC,PC,PC,Weak,Strong,,Strong,,Weak,Some,LittleChange,LittleChange,Neutral,Decreasing,SVR,Aug20_Sep15,H,CThruK,PartInhibit,LessThanAve,,H,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,HI,Stifling,Weak,Slight,H,XNIL,XNIL,SVR,LowSHighN,Stable,Average,ModerateOrLe,NoMajor,Other,MovingFtorOt,PosToNeg,Moving,LV,Westerly,E_NE
StrongUp,StronUp,Down,,WeakUp,Dry,Neutral,Dry,Dry,Clear,PC,Clear,Clear,Weak,Strong,Westerly,Strong,,Strong,Marked,,Increasing,Negative,Decreasing,SVR,Aug20_Sep15,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,,Weak,Moderate,K,XNIL,XNIL,SVR,Other,Steep,VeryMoist,Steep,MarkedUpper,DryMMoistL,DryLine,SigNegative,,NWQuad,LVorOther,WidespdDnsl
WeakUp,Neutral,Down,Down,Down,VeryWet,Wet,VeryWet,VeryWet,Clear,Cloudy,Cloudy,Cloudy,Strong,Strong,Other,Weak,Weak,,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SVR,Jul2_Jul15,I,CThruK,PartInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,HI,,Weak,,I,XNIL,XNIL,SVR,,Stable,Dry,CloseToDryAd,OtherRapid,DryMMoistL,E_W_S,PosToNeg,QStationary,SWQuad,LVorOther,SEQuad
Down,WeakUp,Down,Down,Down,,Wet,Dry,Dry,Clear,PC,Clear,Clear,Strong,Strong,StrongWest,Strong,,Strong,Marked,DecCapIncIns,Decreasing,Neutral,,SVR,Jul16_Aug10,J,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,,Weak,Slight,J,XNIL,XNIL,SVR,LowNHighS,Steep,Dry,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,,LV,LVorOther,LongAnticyc
WeakUp,Neutral,StrongUp,WeakUp,WeakUp,,Neutral,Dry,Dry,PC,Clear,Cloudy,Cloudy,Weak,Strong,Westerly,Strong,,Weak,,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Jul16_Aug10,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Moderate,,E,XNIL,XNIL,SIG,LowNHighS,ModerateOrLe,Dry,Steep,NoMajor,MoistMDryL,,SigPositive,,AllElse,LVorOther,E_NE
StrongUp,StronUp,Neutral,WeakUp,WeakUp,Dry,Neutral,Dry,Dry,PC,PC,PC,PC,Weak,Strong,DCVZFavor,Strong,,Strong,Marked,DecCapIncIns,Decreasing,,LittleChange,SVR,Aug20_Sep15,D,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,,MoreUnstable,MoreUnstable,D,,Moderate,Strong,D,XNIL,SIG,SVR,LowSHighN,CloseToDryAd,Average,,MarkedUpper,MoistMDryL,,SigPositive,Other,AllElse,Westerly,E_NE
Down,StronUp,Down,WeakUp,WeakUp,Wet,Neutral,Neutral,Neutral,PC,PC,PC,,Strong,Strong,DCVZFavor,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Negative,LittleChange,SVR,Aug20_Sep15,B,AB,,Average,Average,ABI,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,B,PartInhibit,Strong,Slight,B,SIG,SIG,SVR,LowMtsHighPl,Stable,VeryMoist,ModerateOrLe,OtherRapid,Other,MovingFtorOt,PosToNeg,Other,NWQuad,Westerly,DenvCyclone
Neutral,Neutral,StrongUp,Neutral,Neutral,Wet,Wet,Wet,Wet,PC,Clear,Clear,PC,Weak,Weak,,Strong,Strong,Strong,Marked,LittleChange,LittleChange,Negative,LittleChange,SIG,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Moderate,A,SIG,SIG,SIG,LowSHighN,ModerateOrLe,Average,Steep,OtherRapid,DryMMoistL,DenvCyclone,PosToNeg,Moving,SWQuad,Westerly,E_NE
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Neutral,PC,,Clear,Clear,,Weak,StrongWest,Weak,,Weak,Some,IncCapDecIns,Increasing,WeakPos,LittleChange,XNIL,Jul2_Jul15,I,CThruK,PartInhibit,Average,MoreThanAve,ABI,N5GtLIGt_8,Neutral,Average,Average,HI,PartInhibit,Strong,,I,SIG,,SIG,LowSHighN,CloseToDryAd,VeryMoist,CloseToDryAd,OtherRapid,Other,MovingFtorOt,SigPositive,QStationary,,Westerly,E_NE
WeakUp,StronUp,WeakUp,StrongUp,StrongUp,Dry,Dry,Neutral,Neutral,Clear,PC,PC,Cloudy,Strong,Strong,StrongWest,Strong,,Strong,Some,IncCapDecIns,,Negative,LittleChange,SIG,,K,CThruK,PartInhibit,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,,Weak,,K,XNIL,XNIL,SIG,HighEvrywher,,Dry,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,Other,NWQuad,Westerly,SEQuad
StrongUp,Down,StrongUp,StrongUp,StrongUp,Dry,,Neutral,VeryWet,Clear,Cloudy,Clear,PC,,,Westerly,,Weak,Weak,,,LittleChange,WeakPos,LittleChange,XNIL,May15_Jun14,K,CThruK,PartInhibit,Average,LessThanAve,K,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,,Weak,Moderate,K,SVR,SVR,SVR,Other,Steep,Dry,CloseToDryAd,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,Moving,NWQuad,,WidespdDnsl
Down,Neutral,Neutral,Down,Down,Dry,VeryWet,VeryWet,VeryWet,,PC,,PC,,Weak,DCVZFavor,Weak,,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug20_Sep15,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Instability,Average,Average,ACEFK,PartInhibit,Strong,,K,XNIL,XNIL,SIG,LowNHighS,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,SigNegative,Moving,AllElse,LVorOther,WidespdDnsl
